"stars","score","score_location","score_cleaning","score_service","score_value_money","ranking","price_range","opinions","opinions_excellent","opinions_good","opinions_normal","opinions_bad","opinions_awful","num_qa","nearby_restaurants","nearby_attractions","zone","latitude","longitude","has_swimming_pool","has_bar","has_restaurant","has_breakfast","has_gym","has_reception_24h","has_ac","has_strongbox","admits_pets","rooms","suites","sea_views_rooms","non_smoking_rooms","landmarks_views_rooms","city_views_rooms","family_rooms","style","tripadvisor_clasification","language_spanish","language_catalan","language_french","language_english","language_italian","language_bulgarian","language_russian","language_portuguese","prat_distance","price_range_disc","district"
4,4,4,4.5,4,4,258,141.5,762,241,343,130,26,22,30,60,7,"Diagonal Mar i el Front Marítim del Poblenou",41.405159,2.211861,"True","True","False","True","False","True","True","True","False",75,"False","False","True","False","False","False","Barrio residencial",90,"True","False","True","True","True","False","False","False",16,"Medio","Sant Martí"
3,4,5,4.5,4,4,180,109,1801,614,853,258,43,33,61,638,239,"Ciutat Vella",41.37899,2.174006,"False","True","False","True","True","True","True","True","False",73,"False","False","True","False","False","True","De gama media",100,"True","True","True","True","True","False","False","True",12,"Medio","Ciutat Vella"
3,4,5,4.5,4.5,4,223,105,973,314,505,111,34,9,22,669,317,"Ciutat Vella",41.385277,2.175745,"False","False","False","True","False","True","True","True","False",50,"False","False","True","False","False","True","Clásico",100,"True","True","True","True","True","False","False","False",12,"Medio","Ciutat Vella"
4,4,5,4,4,4,277,121.5,2020,742,741,313,139,85,41,633,241,"Ciutat Vella",41.384274,2.171104,"False","True","True","True","False","True","True","True","False",126,"True","False","True","False","False","False","Familiar",100,"True","True","True","True","False","False","False","True",12,"Medio","Ciutat Vella"
2,4.5,4.5,4.5,4.5,4.5,38,92.5,327,169,116,27,5,10,10,414,58,"El Ensanche (Eixample)",41.379971,2.161925,"False","False","False","False","False","True","True","False","False",9,"False","False","True","False","False","False","Barrio residencial",100,"True","False","True","True","True","False","False","True",11,"Medio","Eixample"
2,4,4.5,4.5,4,4,239,96.5,921,281,448,133,29,30,15,539,105,"Ciutat Vella",41.382702,2.165879,"False","False","False","True","False","True","True","True","False",42,"False","False","True","False","False","False","Céntrico",100,"True","True","True","True","True","False","False","False",12,"Medio","Ciutat Vella"
3,4,5,4.5,4,4,274,117.5,1551,504,730,201,59,57,54,523,126,"Ciutat Vella",41.385712,2.166602,"True","True","True","True","False","True","True","True","False",92,"True","False","True","False","False","False","De gama media",100,"True","True","True","True","True","False","False","False",12,"Medio","Ciutat Vella"
3,4,4.5,4.5,4,4,208,91,1418,548,649,148,39,34,63,544,249,"Ciutat Vella",41.385902,2.181055,"True","True","True","True","False","True","True","True","False",78,"True","False","True","False","False","False","De gama media",100,"True","True","True","True","True","False","False","True",13,"Medio","Ciutat Vella"
3,4,4.5,4.5,4,4,278,106,807,233,376,128,42,28,13,476,74,"El Ensanche (Eixample)",41.384384,2.161962,"False","True","False","True","False","True","True","True","False",57,"False","False","True","False","True","True","Vistas a la ciudad",100,"True","True","True","True","False","False","False","False",12,"Medio","Eixample"
2,4,4,4.5,4.5,4,196,94,1082,376,514,151,29,12,28,333,41,"Sant Gervasi-Galvany",41.400059,2.151419,"False","False","False","True","False","True","True","True","False",87,"False","False","True","False","True","False","Vistas a la ciudad",100,"True","True","True","True","True","False","False","False",13,"Medio","Sarrià"
4,4,4,4.5,4,3.5,329,150,642,149,280,152,40,21,11,204,30,"Sants-Montjuïc",41.377731,2.13877,"False","True","True","True","True","True","True","True","False",78,"True","False","True","False","False","False","Moderno",100,"True","True","False","True","False","False","False","False",10,"Caro","Sants-Montjuïc"
2,4.5,4.5,4.5,4.5,5,137,58.5,83,47,23,9,2,2,0,322,55,"Sants-Montjuïc",41.373257,2.165747,"False","False","False","False","False","True","True","True","False",8,"False","False","True","False","False","False","Económico",100,"True","False","True","True","True","False","False","False",11,"Barato","Sants-Montjuïc"
4,4,4,4.5,4,4,234,119,1191,500,431,170,53,37,30,440,64,"El Ensanche (Eixample)",41.385426,2.156856,"True","True","True","True","True","True","True","True","False",83,"True","False","True","False","False","True","Barrio residencial",100,"False","False","False","True","False","False","False","False",12,"Medio","Eixample"
3,4,4.5,4.5,4,4,186,101,685,260,302,91,18,14,14,520,124,"Ciutat Vella",41.385326,2.165653,"False","False","False","False","False","True","True","True","False",44,"False","False","True","False","False","False","Céntrico",100,"False","True","True","True","True","False","False","False",12,"Medio","Ciutat Vella"
4,4,4.5,4,4,4,291,656,1044,272,505,181,60,26,32,389,51,"Sants-Montjuïc",41.374931,2.160997,"True","True","True","True","False","True","True","True","False",88,"False","False","True","False","False","False","De gama media",100,"False","True","False","True","False","False","False","False",11,"Lujo","Sants-Montjuïc"
4.5,3.5,3,4,3.5,3.5,318,113,906,219,389,146,63,89,45,62,14,"El Parc i la Llacuna del Poblenou",41.39735,2.192487,"True","True","True","True","True","True","True","True","False",150,"True","False","True","False","False","False","",99,"True","True","True","True","False","False","False","False",14,"Medio","Sant Martí"
3,4,4,4,4,4,341,143,1058,290,472,182,78,36,19,387,52,"El Ensanche (Eixample)",41.379284,2.160558,"False","True","True","True","False","True","True","True","False",33,"True","False","True","False","False","False","Moderno",100,"True","True","True","True","True","False","False","False",11,"Medio","Eixample"
4,4.5,5,4.5,4.5,4,146,172.5,1852,991,627,150,51,33,65,651,260,"Ciutat Vella",41.379936,2.172904,"True","True","True","True","False","True","False","True","False",82,"True","False","True","False","False","False","Negocios",100,"True","True","True","True","True","False","False","False",12,"Caro","Ciutat Vella"
3,4.5,4.5,4.5,4,4,179,121.5,203,99,78,16,2,8,4,292,34,"El Ensanche (Eixample)",41.379208,2.154255,"True","False","False","True","False","True","True","True","False",48,"False","False","True","False","True","False","Con encanto",100,"True","True","True","True","False","False","False","False",11,"Medio","Eixample"
3,4.5,5,5,4.5,4,165,925.5,179,147,19,6,3,4,6,424,106,"El Ensanche (Eixample)",41.391907,2.165836,"False","True","False","True","False","True","True","True","False",9,"True","False","True","False","False","True","Joya oculta",100,"True","True","True","True","True","False","False","True",13,"Lujo","Eixample"
3,4.5,4.5,4.5,4.5,4.5,184,92,139,87,37,8,3,4,10,111,16,"Sants-Montjuïc",41.375542,2.12475,"True","False","False","True","False","True","True","True","False",61,"False","False","True","False","True","False","",100,"True","False","True","True","False","False","False","False",9,"Medio","Sants-Montjuïc"
4,4.5,4.5,4.5,4.5,4,175,139.5,1218,583,464,104,30,37,60,517,83,"El Ensanche (Eixample)",41.393082,2.154478,"True","True","False","True","False","True","False","True","False",63,"True","False","True","False","False","False","Moderno",100,"False","False","False","True","False","False","False","False",12,"Medio","Eixample"
3,4.5,4.5,4.5,4.5,4,161,134.5,975,447,396,102,20,10,42,626,259,"Ciutat Vella",41.380596,2.179854,"False","False","False","True","True","True","True","True","False",71,"False","False","True","False","False","True","Ecológico",100,"False","False","False","True","False","False","False","False",12,"Medio","Ciutat Vella"
4,4,4,4.5,4,4,188,123,1365,487,599,196,56,28,31,163,38,"Sants-Montjuïc",41.372871,2.171946,"True","True","True","True","True","True","True","True","False",78,"True","False","True","False","True","False","Barrio residencial",100,"True","True","True","True","True","False","False","True",11,"Medio","Sants-Montjuïc"
4,4.5,5,4.5,4.5,4,97,232,1592,935,463,109,50,35,50,430,101,"El Ensanche (Eixample)",41.391483,2.169976,"True","True","True","True","True","True","True","True","False",77,"True","False","True","False","True","False","Vistas a la ciudad",100,"True","True","True","True","True","False","False","False",13,"Caro","Eixample"
3,4.5,5,5,4.5,4.5,148,99,208,108,67,23,4,6,23,492,119,"El Ensanche (Eixample)",41.39254,2.161598,"False","False","False","False","False","True","True","True","False",53,"False","False","True","False","False","True","Romántico",100,"True","False","True","True","False","False","False","False",12,"Medio","Eixample"
1,4.5,5,4.5,4.5,4,153,335,485,278,145,32,8,22,19,490,133,"El Ensanche (Eixample)",41.387436,2.168428,"False","False","False","True","False","True","True","True","False",18,"False","False","True","False","False","True","De gama media",100,"True","True","True","True","True","False","False","True",12,"Lujo","Eixample"
1,4.5,5,4.5,4.5,4.5,105,100.5,1710,981,589,113,16,11,42,664,229,"Ciutat Vella",41.382439,2.17052,"False","False","False","True","False","True","True","True","False",24,"False","False","True","False","False","False","Tranquilo",100,"True","True","True","True","False","False","False","False",12,"Medio","Ciutat Vella"
3,4.5,4.5,4.5,4.5,4,164,103,864,394,354,75,25,16,29,443,188,"Ciutat Vella",41.386833,2.182515,"False","False","False","True","True","True","True","True","False",31,"False","False","True","False","False","False","Hoteles peculiares",100,"True","True","True","True","True","False","False","False",13,"Medio","Ciutat Vella"
4,4,4.5,4,4,3.5,104,185.5,2419,1046,858,294,133,88,54,767,317,"Ciutat Vella",41.381218,2.174103,"False","True","False","True","False","True","True","True","False",114,"True","False","True","False","False","True","Céntrico",100,"True","True","False","True","True","False","False","False",12,"Caro","Ciutat Vella"
3,4,4.5,4,4,4,199,125.5,1346,499,608,168,45,26,30,358,126,"Ciutat Vella",41.376789,2.174754,"False","True","True","True","False","True","True","True","False",85,"False","False","True","False","False","True","Moderno",100,"True","True","True","True","True","True","True","False",12,"Medio","Ciutat Vella"
5,4.5,5,4.5,4.5,4,124,329,2977,1492,1012,295,112,66,44,644,243,"Ciutat Vella",41.383759,2.170756,"True","True","True","True","True","True","True","True","True",231,"True","False","True","False","True","True","Ecológico",100,"True","True","True","True","True","False","True","True",12,"Lujo","Ciutat Vella"
4,4,4.5,4.5,4,4,185,137,1072,377,508,133,30,25,35,547,90,"El Ensanche (Eixample)",41.392075,2.155489,"False","False","True","True","True","True","True","True","False",94,"False","False","True","False","True","True","De gama media",100,"True","True","True","True","True","False","False","False",12,"Medio","Eixample"
3,4,5,4.5,4.5,4,158,155.5,1407,548,683,137,24,15,29,700,263,"Ciutat Vella",41.380966,2.172037,"False","False","False","True","False","True","True","True","False",70,"False","False","True","False","False","True","Moderno",100,"True","True","True","True","True","False","False","False",12,"Caro","Ciutat Vella"
2,4.5,4.5,4.5,4.5,4.5,115,106.5,2368,1243,936,145,23,21,73,389,72,"El Ensanche (Eixample)",41.391567,2.172852,"False","True","True","True","False","True","True","True","False",46,"True","False","True","False","False","False","Negocios",100,"True","False","True","True","True","False","False","False",13,"Medio","Eixample"
3,4,5,4.5,4,4,189,122,1177,418,604,112,28,15,16,639,226,"Ciutat Vella",41.383064,2.170319,"False","False","False","True","False","True","True","True","False",59,"False","False","True","False","False","True","De gama media",100,"True","True","True","True","True","False","False","True",12,"Medio","Ciutat Vella"
4,4.5,4.5,4.5,4.5,4,114,140.5,1177,650,423,67,20,17,23,449,69,"El Ensanche (Eixample)",41.383179,2.160522,"True","True","True","True","True","True","True","True","False",63,"True","False","True","False","False","False","Moderno",100,"True","False","True","True","False","False","False","False",12,"Medio","Eixample"
4,4.5,4.5,4.5,4.5,4.5,139,156,671,357,233,51,17,13,24,233,31,"El Ensanche (Eixample)",41.376694,2.150066,"True","True","False","True","False","True","True","True","False",44,"True","False","True","False","False","True","Moderno",100,"True","True","True","True","False","False","False","False",10,"Caro","Eixample"
3,4,4.5,4.5,4,4.5,183,96,430,180,181,49,11,9,3,337,43,"El Ensanche (Eixample)",41.40094,2.174407,"False","False","False","True","False","False","True","False","False",12,"True","False","True","False","False","False","Tranquilo",100,"True","False","False","True","False","False","True","False",14,"Medio","Eixample"
4,4.5,5,4.5,4.5,4.5,119,188,346,237,56,25,6,22,23,508,139,"El Ensanche (Eixample)",41.387794,2.169403,"True","True","True","True","True","True","True","True","False",119,"True","False","True","False","True","True","Vistas a la ciudad",100,"True","False","True","True","False","False","False","False",12,"Caro","Eixample"
3,4,5,4.5,4.5,4,182,131,1433,561,592,181,59,40,39,755,332,"Ciutat Vella",41.381237,2.176337,"True","True","False","True","True","True","True","True","False",83,"False","False","True","False","False","True","De gama media",100,"True","False","False","True","False","False","False","False",12,"Medio","Ciutat Vella"
4,4.5,4.5,4.5,4.5,4,127,133.5,370,204,111,36,11,8,31,538,104,"El Ensanche (Eixample)",41.39175,2.157335,"True","True","False","True","True","True","True","True","False",60,"False","False","True","False","False","False","Moderno",100,"False","False","False","True","False","False","False","False",12,"Medio","Eixample"
5,4.5,5,4.5,4.5,4,75,206.5,584,420,109,26,15,14,19,430,89,"El Ensanche (Eixample)",41.393921,2.167508,"True","True","True","True","False","True","True","True","True",98,"True","False","True","False","False","True","Moderno",100,"True","True","True","True","True","False","False","True",13,"Caro","Eixample"
4,4.5,4.5,4.5,4.5,4.5,55,132.5,2288,1473,616,131,41,27,42,311,113,"Ciutat Vella",41.389839,2.180072,"True","True","False","True","False","True","True","True","False",90,"True","False","True","False","False","True","Familiar",100,"True","True","True","True","False","False","False","False",13,"Medio","Ciutat Vella"
2,4.5,5,4.5,4.5,4.5,66,117.5,716,387,246,58,16,9,32,537,162,"Ciutat Vella",41.384686,2.168171,"False","False","False","False","False","True","True","True","False",26,"False","False","True","False","False","True","Céntrico",100,"True","True","True","True","False","False","False","False",12,"Medio","Ciutat Vella"
5,4.5,4.5,4.5,4.5,4,72,479,1977,1312,436,120,64,46,31,436,97,"Vila de Gràcia",41.398006,2.158171,"True","True","True","True","True","True","True","True","False",105,"True","False","True","False","False","True","Estilo Art decó",100,"False","True","True","True","False","False","False","False",13,"Lujo","Gràcia"
4,4.5,5,4.5,4.5,4.5,84,139,657,417,201,31,7,1,30,422,103,"El Ensanche (Eixample)",41.390732,2.171427,"False","False","False","True","False","True","True","True","False",36,"False","False","True","False","False","False","De gama media",100,"True","True","True","True","True","False","False","False",13,"Medio","Eixample"
3,4.5,4,4.5,4.5,4,91,275.5,1541,844,540,111,33,13,55,212,18,"El Putxet i el Farró",41.401775,2.147743,"False","True","False","True","False","True","True","True","False",61,"True","False","True","False","False","True","Moderno",100,"False","True","False","True","False","False","False","False",13,"Caro","Sarrià"
4,4.5,5,4.5,4.5,4,77,200.5,2640,1435,889,199,72,45,97,688,322,"Ciutat Vella",41.38501,2.175836,"True","True","True","True","False","True","True","True","False",129,"False","False","True","False","False","False","Clásico",100,"True","True","True","True","True","False","False","False",12,"Caro","Ciutat Vella"
4.5,4.5,5,5,5,4.5,42,190,1175,926,208,27,9,5,55,499,145,"El Ensanche (Eixample)",41.388557,2.171205,"True","True","True","True","True","True","True","True","False",58,"True","False","True","False","False","True","Moderno",100,"True","False","False","True","False","False","False","False",13,"Caro","Eixample"
5,4.5,5,4.5,4.5,4,63,243.5,1692,1059,456,105,42,30,19,400,96,"El Ensanche (Eixample)",41.395809,2.16062,"True","True","True","False","True","True","True","True","False",91,"True","False","True","True","True","True","Vistas a la ciudad",100,"True","True","True","True","False","False","False","False",13,"Caro","Eixample"
4,4.5,5,4.5,4.5,4,78,180.5,2503,1466,887,108,23,19,89,710,318,"Ciutat Vella",41.384773,2.175052,"True","True","True","True","True","True","False","True","True",80,"True","False","True","False","False","True","Familiar",100,"False","False","False","True","False","False","False","False",12,"Caro","Ciutat Vella"
4,4.5,5,4.5,4.5,4.5,50,186,278,212,50,10,3,3,35,414,100,"El Ensanche (Eixample)",41.39082,2.171301,"False","True","True","True","False","True","True","True","False",58,"True","False","True","False","False","True","",100,"True","True","True","True","False","False","False","False",13,"Caro","Eixample"
4,4.5,4.5,4.5,4.5,4.5,93,159,1692,1046,518,94,20,14,101,166,27,"Sants-Montjuïc",41.372772,2.155079,"True","True","True","True","True","False","True","True","False",276,"True","False","True","False","False","True","Negocios",100,"False","True","False","True","False","False","False","False",10,"Caro","Sants-Montjuïc"
2,3.5,4.5,4,4,4,352,98,343,86,139,72,20,26,2,214,45,"Sants-Montjuïc",41.373226,2.170058,"False","False","False","True","False","True","True","True","False",40,"False","False","True","False","False","True","Económico",100,"True","True","True","True","True","False","False","True",11,"Medio","Sants-Montjuïc"
4,4,4,4,4,4,289,136,695,188,300,147,40,20,27,77,12,"Diagonal Mar i el Front Marítim del Poblenou",41.401436,2.2099,"False","True","True","True","False","True","True","True","False",84,"True","False","True","False","False","False","Vistas fantásticas",88,"True","False","True","True","True","False","False","False",16,"Medio","Sant Martí"
4,4,4.5,4.5,4,4,333,108,775,250,302,120,62,42,23,535,173,"Ciutat Vella",41.378113,2.172987,"True","False","False","True","False","True","True","True","False",45,"False","False","True","False","False","False","Moderno",100,"True","False","True","True","True","False","False","False",12,"Medio","Ciutat Vella"
4,4,4,4,4,4,282,105.5,959,258,426,184,63,28,13,154,13,"Sants-Montjuïc",41.383038,2.141232,"False","True","True","True","False","True","True","True","False",80,"False","False","True","False","False","False","Familiar",100,"False","False","False","True","False","False","False","False",11,"Medio","Sants-Montjuïc"
2,4,5,4,4,4,317,95.5,509,125,241,102,18,23,21,611,232,"Ciutat Vella",41.385479,2.171708,"False","False","False","False","False","True","True","True","False",40,"False","False","True","False","False","False","Céntrico",100,"True","False","True","True","True","False","False","False",12,"Medio","Ciutat Vella"
3,4,4.5,4,4,4,312,103,1350,341,648,266,64,31,48,298,41,"El Ensanche (Eixample)",41.405884,2.171628,"False","False","False","True","False","True","True","True","False",84,"False","False","True","False","False","False","Barrio residencial",100,"True","True","True","True","True","False","False","False",14,"Medio","Eixample"
4,4.5,3.5,4.5,4.5,5,363,238.5,35,26,4,3,1,1,1,171,21,"Sants-Montjuïc",41.379639,2.142469,"False","True","True","True","False","True","True","True","False",259,"True","False","True","False","True","True","",100,"True","True","True","True","True","False","True","False",10,"Caro","Sants-Montjuïc"
4,4,4,4.5,4,4,324,104,1522,441,697,278,59,47,57,104,14,"Poblenou",41.396038,2.20076,"False","True","True","True","True","False","True","True","False",142,"False","True","True","False","False","False","Barrio residencial",89,"False","False","False","True","False","False","False","False",15,"Medio","Sant Martí"
4,3.5,4,4,3.5,3.5,371,106.5,477,81,187,117,60,32,26,425,78,"Ciutat Vella",41.375858,2.167024,"False","True","False","True","False","True","True","True","False",46,"False","False","True","False","False","False","",100,"True","True","True","True","True","False","False","False",11,"Medio","Ciutat Vella"
4,4,4,4.5,4.5,4,272,104.5,290,109,125,37,14,5,16,219,21,"Sant Gervasi-Galvany",41.398537,2.143818,"False","False","False","True","False","False","True","True","False",15,"True","False","True","False","False","False","Barrio residencial",100,"False","False","False","False","False","False","False","False",12,"Medio","Sarrià"
4,4,4,4.5,4,4,300,113.5,339,99,151,56,20,13,7,544,93,"El Ensanche (Eixample)",41.392128,2.156007,"True","True","True","True","True","True","True","True","False",62,"True","False","True","False","False","False","Moderno",100,"True","True","True","True","True","False","False","False",12,"Medio","Eixample"
3,4,4.5,4,4,4,310,85,543,144,223,116,36,24,13,262,32,"El Ensanche (Eixample)",41.397179,2.175727,"False","False","False","True","False","True","True","False","False",38,"False","False","True","False","False","False","",100,"True","False","True","True","False","False","False","False",14,"Medio","Eixample"
4,4,4,4,4,4,344,110,686,202,255,129,57,43,15,138,17,"Sant Gervasi-La Bonanova",41.403267,2.137181,"True","True","True","True","False","True","True","True","False",77,"False","False","True","False","False","False","De gama media",96,"True","True","True","True","False","False","False","False",13,"Medio","Sarrià"
2,4,5,4.5,4.5,4.5,308,96.5,762,220,363,131,25,23,26,759,321,"Ciutat Vella",41.381012,2.175275,"False","True","False","True","False","True","True","False","False",29,"False","False","True","False","False","False","",100,"True","True","True","True","True","False","False","False",12,"Medio","Ciutat Vella"
2,3.5,5,4,4,4,348,161.5,627,117,304,140,37,29,10,779,320,"Ciutat Vella",41.381512,2.174211,"False","False","False","False","False","True","True","False","False",53,"False","False","True","False","False","False","Céntrico",100,"True","True","False","True","False","False","False","False",12,"Caro","Ciutat Vella"
3,4.5,5,5,4.5,4.5,328,108,92,62,23,5,1,1,1,476,91,"Vila de Gràcia",41.401402,2.156567,"True","True","True","True","False","True","True","True","True",18,"False","False","True","False","False","False","Joya oculta",100,"True","True","True","True","False","False","False","False",13,"Medio","Gràcia"
3,4,4,4,4,4,346,84.5,95,47,27,12,7,2,0,231,30,"El Ensanche (Eixample)",41.379307,2.150187,"False","False","False","True","False","True","True","True","False",50,"False","False","True","False","False","False","Familiar",100,"True","True","True","True","False","False","True","False",11,"Medio","Eixample"
2,3.5,4.5,4,4,4,302,126.5,1360,322,620,239,97,83,29,449,138,"Ciutat Vella",41.382774,2.18472,"True","True","True","True","False","True","True","True","False",98,"False","False","True","False","False","True","",100,"True","True","True","True","True","False","True","False",13,"Medio","Ciutat Vella"
3,3,3.5,3,3,3,401,73,802,74,256,234,112,126,29,419,78,"Ciutat Vella",41.381218,2.163987,"False","True","False","True","False","True","True","True","False",87,"False","False","True","False","False","False","",100,"True","True","False","True","True","False","False","False",11,"Medio","Ciutat Vella"
4,3.5,3.5,4,4,3,393,122,155,46,61,21,10,17,8,50,10,"Sant Gervasi-La Bonanova",41.404835,2.128921,"False","True","True","True","True","True","True","True","False",20,"False","False","True","False","False","False","Barrio residencial",84,"True","True","True","True","False","False","True","False",13,"Medio","Sarrià"
4,3.5,3.5,4,3.5,3.5,394,95,718,108,274,198,85,53,42,116,16,"Diagonal Mar i el Front Marítim del Poblenou",41.400528,2.209035,"False","True","True","True","False","True","True","True","False",115,"True","False","True","False","False","False","",88,"True","True","True","True","True","False","True","False",16,"Medio","Sant Martí"
1,3,4.5,3.5,3.5,3.5,403,79,879,105,322,241,105,106,22,629,227,"Ciutat Vella",41.379635,2.172417,"False","False","False","True","False","True","True","False","False",110,"False","False","True","False","False","False","",100,"True","True","True","True","True","False","False","False",12,"Medio","Ciutat Vella"
2,3.5,5,3.5,3.5,3.5,408,83,599,84,200,187,71,58,10,590,194,"Ciutat Vella",41.385456,2.169713,"False","False","False","True","False","True","True","True","False",50,"False","False","True","True","True","False","Vistas a la ciudad",100,"True","True","True","True","True","False","True","False",12,"Medio","Ciutat Vella"
4,4.5,4.5,4.5,4.5,4.5,378,173,53,27,16,9,1,0,10,561,112,"El Ensanche (Eixample)",41.391212,2.159096,"True","False","True","True","True","False","False","False","True",116,"False","False","True","False","False","True","Familiar",100,"True","True","True","True","True","False","False","False",12,"Caro","Eixample"
NA,4.5,5,4,5,5,369,229.5,20,15,4,1,0,0,2,677,289,"Ciutat Vella",41.384632,2.172771,"True","True","True","True","True","True","True","True","True",156,"True","False","True","True","True","True","",100,"True","True","False","True","False","False","True","False",12,"Caro","Ciutat Vella"
1,3.5,4.5,3.5,3.5,4,374,82.5,326,42,138,103,22,21,14,216,23,"Sants-Montjuïc",41.378201,2.143144,"False","False","False","False","False","False","True","True","False",33,"False","False","True","False","False","False","Económico",100,"True","False","True","True","True","False","False","False",10,"Medio","Sants-Montjuïc"
2,3.5,4.5,4,4,3.5,356,92.5,615,111,266,146,56,36,16,753,325,"Ciutat Vella",41.381123,2.175099,"False","True","True","True","False","False","True","False","False",38,"False","False","True","False","False","False","Céntrico",100,"False","False","False","False","False","False","False","False",12,"Medio","Ciutat Vella"
3,3.5,4.5,4,3.5,3.5,395,94.5,832,106,321,264,83,58,20,230,32,"El Ensanche (Eixample)",41.376984,2.149722,"True","False","False","True","False","True","True","True","False",80,"False","False","True","False","False","False","Vistas al parque",100,"True","True","True","True","False","False","False","False",10,"Medio","Eixample"
1,5,5,5,5,5,399,92.5,12,11,1,0,0,0,3,156,30,"Sants-Montjuïc",41.372459,2.14622,"False","False","False","True","False","True","True","True","False",NA,"False","False","True","False","True","True","",100,"True","True","True","True","True","False","False","False",10,"Medio","Sants-Montjuïc"
2,3.5,4.5,3.5,3,3.5,419,129,180,25,49,67,24,15,6,669,271,"Ciutat Vella",41.379547,2.174677,"False","False","False","True","False","False","True","True","False",30,"False","False","True","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Medio","Ciutat Vella"
NA,4,3.5,4.5,4,4,400,99,98,38,32,18,8,2,1,63,28,"Vallcarca i els Penitents",41.418251,2.14177,"True","True","True","True","True","False","True","False","False",150,"True","False","True","False","False","False","Vistas fantásticas",86,"False","False","False","False","False","False","False","False",14,"Medio","Gràcia"
1,3.5,4.5,4,3.5,3.5,397,134.5,393,52,148,116,48,29,10,804,349,"Ciutat Vella",41.382214,2.17581,"False","False","False","False","False","False","True","True","False",26,"False","False","True","False","False","False","Económico",100,"False","False","False","False","False","False","False","False",12,"Medio","Ciutat Vella"
3,3.5,5,4,3.5,4,372,90.5,331,63,135,82,28,23,10,516,127,"El Ensanche (Eixample)",41.385883,2.166505,"False","False","False","False","False","True","True","True","False",15,"False","False","True","False","False","False","Económico",100,"True","True","False","True","True","False","False","False",12,"Medio","Eixample"
4,3.5,4,4.5,4,4,376,152,233,45,105,57,15,11,6,262,30,"Sant Gervasi-Galvany",41.394779,2.143437,"False","True","False","True","True","True","True","True","False",36,"False","False","True","False","False","True","Barrio residencial",98,"True","False","False","True","False","False","False","False",12,"Caro","Sarrià"
3,3,4,4,3,3.5,450,283.5,81,17,26,12,12,14,0,601,213,"Ciutat Vella",41.380329,2.170219,"False","False","False","False","False","True","True","True","False",15,"False","False","True","False","False","False","",100,"True","True","True","True","True","False","False","True",12,"Caro","Ciutat Vella"
4,4.5,NA,NA,NA,NA,442,142.5,3,1,2,0,0,0,0,462,73,"El Ensanche (Eixample)",41.383339,2.162893,"False","False","False","True","False","True","True","True","False",38,"False","False","True","False","False","True","De gama media",100,"True","True","True","True","False","False","True","True",12,"Medio","Eixample"
3.5,3.5,4,3,3,3,449,222,22,6,4,7,0,5,2,93,8,"La Vila Olímpica del Poblenou",41.39262,2.191774,"False","True","False","False","False","False","False","False","False",62,"False","False","True","False","False","True","",100,"False","False","False","False","False","False","False","False",14,"Caro","Sant Martí"
NA,3.5,4,3.5,3.5,3.5,445,108,62,12,24,11,4,11,11,427,65,"El Ensanche (Eixample)",41.382462,2.160098,"False","False","False","False","False","False","True","False","False",10,"True","False","False","False","False","False","Económico",100,"False","False","False","False","False","False","False","False",11,"Medio","Eixample"
4,3,4,3.5,3.5,3.5,453,95.5,284,24,91,86,56,27,3,160,20,"El Ensanche (Eixample)",41.38139,2.145119,"False","False","False","True","False","True","True","True","False",42,"False","False","True","False","False","False","",100,"True","True","True","True","True","False","False","False",11,"Medio","Eixample"
4,5,NA,NA,NA,NA,443,89,2,2,0,0,0,0,0,544,152,"Ciutat Vella",41.379868,2.169106,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Medio","Ciutat Vella"
NA,3.5,4.5,4,3.5,4.5,427,78,46,7,22,11,3,3,6,264,31,"Ciutat Vella",41.380779,2.18749,"False","False","True","True","False","False","True","False","False",10,"False","False","True","False","False","False","Económico",100,"True","False","True","True","True","False","False","False",13,"Medio","Ciutat Vella"
3,3.5,4.5,3.5,4,4.5,429,126.5,42,15,10,7,6,4,4,171,26,"El Ensanche (Eixample)",41.395184,2.180353,"False","True","True","False","False","False","True","True","False",10,"False","False","False","False","False","True","",100,"True","True","False","True","True","False","False","False",14,"Medio","Eixample"
1,3.5,4.5,3.5,3.5,3.5,441,326,462,55,176,119,56,56,15,396,137,"El Ensanche (Eixample)",41.389355,2.174083,"False","False","True","True","False","False","True","True","False",18,"False","False","True","False","False","False","",100,"True","True","True","True","True","False","False","False",13,"Lujo","Eixample"
4,3.5,4.5,3.5,3.5,3.5,440,150,119,19,51,17,14,18,9,608,218,"Ciutat Vella",41.378925,2.173131,"False","False","False","False","False","False","True","False","False",10,"False","False","False","False","False","False","Céntrico",100,"True","True","True","True","False","False","False","False",12,"Caro","Ciutat Vella"
3,3.5,4,3,3,2,430,211.5,15,5,3,4,2,1,2,347,50,"El Ensanche (Eixample)",41.395439,2.17273,"False","False","False","False","False","False","True","False","False",3,"False","False","False","False","False","True","",100,"True","False","False","True","False","False","False","False",13,"Caro","Eixample"
3,5,5,NA,5,NA,433,85,3,3,0,0,0,0,0,416,44,"Sant Gervasi-Galvany",41.397152,2.151375,"False","True","True","False","True","False","True","False","False",36,"False","False","False","False","False","False","",100,"False","True","False","True","False","False","True","False",12,"Medio","Sarrià"
