"stars","score","score_location","score_cleaning","score_service","score_value_money","ranking","price_range","opinions","opinions_excellent","opinions_good","opinions_normal","opinions_bad","opinions_awful","num_qa","nearby_restaurants","nearby_attractions","zone","latitude","longitude","has_swimming_pool","has_bar","has_restaurant","has_breakfast","has_gym","has_reception_24h","has_ac","has_strongbox","admits_pets","rooms","suites","sea_views_rooms","non_smoking_rooms","landmarks_views_rooms","city_views_rooms","family_rooms","style","tripadvisor_clasification","language_spanish","language_catalan","language_french","language_english","language_italian","language_bulgarian","language_russian","language_portuguese","prat_distance","price_range_disc","district"
2,4,4,4,4,4,127,55,721,188,330,130,38,35,21,219,43,"Vila de Gràcia",41.406086,2.153121,"False","False","False","True","False","True","True","True","False",51,"False","False","True","False","False","True","Barrio residencial",100,"True","True","True","True","True","False","False","False",13,"Barato","Gràcia"
3,4.5,5,4.5,4.5,4,54,164,1009,642,278,47,23,19,40,488,136,"El Ensanche (Eixample)",41.387024,2.168635,"False","True","True","True","False","True","True","True","False",46,"False","False","True","False","False","True","Hotel histórico",100,"True","True","True","True","True","False","False","False",12,"Caro","Eixample"
4,4.5,4.5,4.5,4.5,4.5,59,167,1126,752,299,57,11,7,36,269,76,"El Ensanche (Eixample)",41.391624,2.177928,"True","True","True","True","True","True","False","True","False",140,"True","False","True","False","False","True","Relación calidad/precio",100,"True","True","True","True","True","False","True","True",13,"Caro","Eixample"
3,3.5,4.5,4,3.5,3.5,407,91.5,251,31,104,67,30,19,6,766,322,"Ciutat Vella",41.381916,2.173306,"False","False","False","True","False","True","True","True","False",20,"False","False","True","False","False","True","",100,"True","False","False","True","False","False","False","False",12,"Medio","Ciutat Vella"
3,4.5,5,4.5,4.5,4,68,158,2494,1356,890,156,63,29,83,780,346,"Ciutat Vella",41.384258,2.178467,"False","True","True","True","False","True","True","True","False",79,"True","False","True","False","False","False","Boutique",100,"True","True","True","True","True","False","False","False",13,"Caro","Ciutat Vella"
3,4,4,4.5,4.5,4,117,92.5,1244,492,537,157,35,23,37,93,17,"El Ensanche (Eixample)",41.399841,2.184093,"False","False","False","True","False","True","True","True","False",53,"False","False","True","False","False","False","Barrio residencial",100,"True","True","True","True","True","False","False","True",14,"Medio","Eixample"
3,4.5,4.5,4.5,4.5,4.5,57,130,408,238,127,26,7,10,11,310,47,"El Ensanche (Eixample)",41.40078,2.172046,"False","False","False","True","False","True","True","True","False",25,"True","False","True","False","False","False","Moderno",100,"True","False","False","True","False","False","True","False",14,"Medio","Eixample"
5,4.5,4.5,4.5,4.5,4,137,289,2985,1549,1000,283,96,57,60,70,25,"Ciutat Vella",41.385853,2.19502,"True","True","True","True","True","True","True","True","False",222,"True","True","True","False","True","True","Negocios",100,"True","True","True","True","False","False","False","False",14,"Caro","Ciutat Vella"
3,4.5,4.5,4.5,4,4,155,134,597,258,267,53,13,6,28,400,96,"El Ensanche (Eixample)",41.395939,2.160836,"False","False","False","True","False","True","True","True","False",35,"False","False","True","False","False","False","Vistas fantásticas",100,"True","True","True","True","True","False","False","False",13,"Medio","Eixample"
2,3.5,4.5,4.5,4,4.5,409,78,38,10,19,3,1,5,1,194,34,"Sants-Montjuïc",41.372231,2.157352,"False","False","False","True","False","False","True","False","False",23,"True","False","True","False","False","False","",100,"False","False","False","False","False","False","False","False",10,"Medio","Sants-Montjuïc"
2,4.5,4.5,4.5,4.5,4,112,99,1221,622,487,85,17,10,53,326,72,"El Ensanche (Eixample)",41.397751,2.165645,"False","True","False","True","False","True","True","True","True",83,"False","False","True","False","False","False","Familiar",100,"True","True","True","True","True","False","False","True",13,"Medio","Eixample"
5,4,4.5,4.5,4,4,322,178.5,2725,1219,894,319,144,149,63,46,16,"Ciutat Vella",41.371788,2.181014,"True","True","True","True","True","False","True","True","False",291,"True","True","True","False","False","True","Vistas al puerto deportivo",95,"False","False","False","True","False","False","False","False",12,"Caro","Ciutat Vella"
4,4.5,4.5,4.5,4.5,4,99,119,1546,754,635,120,20,18,73,549,97,"El Ensanche (Eixample)",41.389431,2.156508,"False","True","True","True","False","True","True","True","False",80,"True","False","True","False","False","True","Ecológico",100,"True","True","True","True","True","False","False","True",12,"Medio","Eixample"
2,4,4,4,4.5,4,177,76.5,154,46,69,24,4,11,9,448,82,"Ciutat Vella",41.382072,2.16407,"False","False","False","False","False","True","True","False","False",33,"False","False","True","False","False","False","Romántico",100,"True","True","True","True","True","False","False","False",12,"Medio","Ciutat Vella"
4,5,5,5,4.5,4.5,4,242,404,353,47,0,1,3,50,398,75,"El Ensanche (Eixample)",41.391392,2.173034,"True","False","False","False","False","False","True","True","False",30,"True","False","True","False","False","False","Moderno",100,"True","True","True","True","False","False","False","False",13,"Caro","Eixample"
3,5,4.5,5,5,4.5,28,142.5,691,569,102,18,2,0,50,221,51,"Sants-Montjuïc",41.3717,2.166552,"True","True","True","True","False","True","True","True","False",22,"True","False","True","False","False","False","Con encanto",100,"True","True","True","True","True","False","False","True",11,"Medio","Sants-Montjuïc"
4,4.5,4.5,5,4.5,4.5,57,125,2567,1695,703,124,24,21,83,270,32,"El Ensanche (Eixample)",41.380306,2.153996,"False","True","True","True","False","True","True","True","True",53,"False","False","True","False","True","False","Ecológico",100,"True","True","True","True","True","False","False","False",11,"Medio","Eixample"
3,4.5,4.5,5,4.5,4.5,29,76.5,216,130,69,13,2,2,8,383,58,"El Ensanche (Eixample)",41.393429,2.173345,"False","False","False","False","False","True","True","True","False",10,"False","False","True","False","False","True","Céntrico",100,"True","False","True","True","False","False","False","False",13,"Medio","Eixample"
NA,4,3,4,3,3.5,282,79,20,9,5,4,2,0,3,59,10,"Sarrià",41.392986,2.125119,"True","True","True","True","True","True","True","False","False",188,"True","False","True","False","False","False","",94,"True","True","False","True","False","False","False","False",11,"Medio","Sarrià"
3,4,4.5,4.5,4,4,197,120.5,1760,558,809,293,56,44,86,454,180,"Ciutat Vella",41.387783,2.173379,"True","True","True","True","False","True","True","True","False",157,"False","False","True","False","False","False","De gama media",100,"True","True","True","True","True","False","False","False",13,"Medio","Ciutat Vella"
3,4,4.5,4.5,4.5,4,95,103.5,1611,726,613,207,44,21,55,522,75,"El Ensanche (Eixample)",41.393997,2.153488,"True","True","True","True","False","True","True","True","True",117,"True","False","True","False","False","True","Relación calidad/precio",100,"True","True","True","True","False","False","False","False",12,"Medio","Eixample"
4,4.5,5,4.5,4.5,4,110,130,2098,1294,566,136,53,50,56,386,114,"El Ensanche (Eixample)",41.394588,2.162386,"False","True","True","True","False","True","True","True","False",124,"True","False","True","False","False","True","Ecológico",100,"True","True","True","True","True","False","False","True",13,"Medio","Eixample"
5,4.5,5,5,5,4.5,15,317,2285,1864,322,66,16,18,44,400,111,"El Ensanche (Eixample)",41.394505,2.163266,"True","True","True","True","True","True","True","True","False",72,"True","False","True","False","False","False","Moderno",100,"True","True","True","True","False","False","False","False",13,"Lujo","Eixample"
4,4.5,4.5,4.5,4.5,4.5,113,154,299,175,98,17,4,5,6,399,42,"Sant Gervasi-Galvany",41.393391,2.146173,"True","True","True","True","False","True","True","True","False",85,"True","False","True","False","False","False","Moderno",99,"True","True","True","True","False","False","False","False",12,"Caro","Sarrià"
4,4,5,4.5,4.5,4,167,130.5,1818,795,719,189,66,49,53,512,127,"El Ensanche (Eixample)",41.386837,2.166647,"False","True","True","True","False","True","True","True","False",94,"True","False","True","False","False","False","De gama media",100,"True","True","True","True","True","False","False","False",12,"Medio","Eixample"
NA,4,4.5,4,4,3.5,307,141.5,17,7,6,4,0,0,1,329,42,"El Ensanche (Eixample)",41.404148,2.17249,"False","False","False","False","False","True","True","True","False",8,"False","False","True","False","False","True","Familiar",100,"True","True","True","True","True","False","False","False",14,"Medio","Eixample"
4,3.5,3.5,4,3.5,3.5,375,496.5,1174,242,409,344,117,62,42,46,7,"Diagonal Mar i el Front Marítim del Poblenou",41.403824,2.213772,"False","True","True","True","True","True","True","True","False",177,"False","True","True","False","False","False","Vistas al mar",87,"True","True","True","True","True","False","True","True",16,"Lujo","Sant Martí"
NA,4,5,4.5,4,4,146,66,36,11,16,5,3,1,5,651,219,"Ciutat Vella",41.379833,2.17154,"False","False","False","False","False","False","True","False","False",15,"False","False","True","False","False","True","Céntrico",100,"False","False","False","False","False","False","False","False",12,"Medio","Ciutat Vella"
NA,4.5,4.5,5,4.5,4.5,44,89,363,186,118,36,15,8,6,389,64,"El Ensanche (Eixample)",41.396145,2.167736,"False","False","False","False","False","True","True","False","False",13,"False","False","True","False","False","False","Céntrico",100,"True","True","True","True","True","False","False","False",13,"Medio","Eixample"
5,4.5,5,5,5,4.5,7,388.5,2248,1835,287,72,33,21,54,404,79,"El Ensanche (Eixample)",41.391403,2.171472,"True","True","True","True","True","True","True","True","False",120,"True","False","True","False","False","True","Romántico",100,"False","True","False","False","False","False","False","False",13,"Lujo","Eixample"
4,3.5,4.5,4,4,3.5,357,105,998,212,371,248,95,72,28,470,77,"El Ensanche (Eixample)",41.384232,2.161678,"True","True","True","True","False","True","True","True","False",80,"False","False","True","False","False","False","",100,"True","True","True","True","True","False","False","False",12,"Medio","Eixample"
4,4,5,4.5,4,4,144,131.5,2246,966,933,222,71,54,63,637,233,"Ciutat Vella",41.384274,2.170475,"False","True","False","True","False","True","True","True","False",122,"False","False","True","False","False","False","Céntrico",100,"True","True","True","True","True","False","False","True",12,"Medio","Ciutat Vella"
1,3.5,4.5,4,3.5,3.5,405,77,290,43,97,97,29,24,7,471,140,"Ciutat Vella",41.37748,2.172476,"False","False","False","False","False","True","True","True","False",28,"False","False","True","False","False","False","Económico",100,"True","False","False","True","False","False","False","False",12,"Medio","Ciutat Vella"
3,4,4,4.5,4.5,4,178,83,299,111,144,28,9,7,17,59,12,"El Putxet i el Farró",41.410374,2.139731,"True","False","False","False","True","False","True","False","False",30,"True","False","True","False","False","True","Barrio residencial",100,"False","False","False","False","False","False","False","False",13,"Medio","Sarrià"
3,3,3.5,3.5,3,3.5,432,75,491,62,157,117,68,87,3,63,19,"Vallcarca i els Penitents",41.408852,2.147922,"False","True","True","True","False","True","True","True","False",60,"True","False","True","False","False","True","",97,"True","True","True","True","True","False","True","False",14,"Medio","Gràcia"
3,4.5,5,4.5,4.5,4.5,358,123,58,38,14,5,1,0,29,508,200,"Ciutat Vella",41.387112,2.172584,"False","True","False","True","False","True","True","True","False",36,"False","False","True","False","False","False","Céntrico",100,"True","True","True","True","True","False","False","False",12,"Medio","Ciutat Vella"
3,5,5,5,5,4.5,21,135.5,1514,1198,268,38,7,3,103,453,148,"Ciutat Vella",41.388897,2.176158,"True","True","True","True","True","True","True","True","False",56,"True","False","True","False","False","False","Moderno",100,"False","False","False","True","False","False","False","False",13,"Medio","Ciutat Vella"
1,4,4.5,4,4,4,91,64,224,54,105,41,13,11,2,396,149,"Ciutat Vella",41.384697,2.184776,"False","False","False","False","False","False","True","True","False",10,"False","False","True","False","True","True","Económico",100,"True","True","True","True","False","False","False","False",13,"Medio","Ciutat Vella"
4,3.5,4,4.5,3.5,3.5,360,130,535,186,149,87,55,58,24,101,16,"El Parc i la Llacuna del Poblenou",41.40213,2.19097,"True","True","True","True","True","True","True","True","True",235,"True","False","True","False","False","False","Moderno",100,"True","True","False","False","False","False","False","False",15,"Medio","Sant Martí"
5,4.5,4,4.5,4.5,4,156,229,839,507,197,71,27,37,53,140,16,"Poblenou",41.406303,2.200802,"True","True","True","True","True","False","True","True","False",99,"True","True","True","False","False","True","Vistas al mar",92,"False","False","True","False","False","False","False","False",16,"Caro","Sant Martí"
3,3.5,4.5,4,4,4,336,106,830,174,385,182,52,37,21,465,74,"El Ensanche (Eixample)",41.383114,2.163425,"False","False","False","True","False","True","True","True","False",65,"False","False","True","False","False","True","",100,"True","False","True","True","False","False","False","False",12,"Medio","Eixample"
3,4,4,4,4,4,249,114.5,937,268,477,143,32,19,44,249,29,"El Ensanche (Eixample)",41.380646,2.152785,"False","False","False","True","False","True","True","True","False",80,"False","False","True","False","False","True","Barrio residencial",100,"True","True","True","True","True","False","False","False",11,"Medio","Eixample"
1.5,4,5,4,4,4.5,98,186.5,1286,600,404,156,62,65,15,517,139,"El Ensanche (Eixample)",41.386089,2.167628,"False","True","True","True","False","True","True","False","False",47,"False","False","True","False","False","False","Económico",100,"True","True","False","True","True","False","False","True",12,"Caro","Eixample"
2,3.5,4.5,4,3.5,3.5,215,87,160,50,56,26,8,20,2,755,305,"Ciutat Vella",41.382164,2.172436,"False","False","False","False","False","False","True","True","False",16,"False","False","True","False","False","True","Céntrico",100,"True","False","False","True","False","False","False","False",12,"Medio","Ciutat Vella"
2,4,3.5,4.5,4,4,242,86,2418,654,1308,362,64,30,87,151,11,"El Parc i la Llacuna del Poblenou",41.401207,2.194134,"False","True","False","True","False","True","True","False","True",147,"False","False","True","False","False","True","Tranquilo",100,"True","True","True","True","False","False","False","False",15,"Medio","Sant Martí"
3,4,5,4.5,4,4,266,115,2125,684,890,341,114,96,109,696,274,"Ciutat Vella",41.379875,2.174258,"False","True","True","True","False","True","True","True","False",147,"True","False","True","False","False","True","Clásico",100,"True","True","True","True","True","False","False","False",12,"Medio","Ciutat Vella"
4,4,4,4,4,4,339,105.5,763,190,339,176,35,23,31,160,13,"Sants-Montjuïc",41.382511,2.140179,"False","True","True","True","False","True","True","True","False",140,"True","False","True","False","False","False","De gama media",100,"True","True","True","True","True","False","False","False",11,"Medio","Sants-Montjuïc"
3,4.5,4.5,5,4.5,4.5,209,124,93,64,25,0,1,3,4,269,31,"Sant Gervasi-Galvany",41.400917,2.149802,"False","False","False","False","False","False","True","True","False",72,"False","False","True","False","False","False","",100,"True","False","False","True","False","False","False","False",13,"Medio","Sarrià"
